739.105000432	1640.745110930	748.265770476	1292.225110930
514.570720637	1603.490110930	760.188279098	1647.370110930
797.957581147	1461.725110930	554.378219832	1690.255110930
843.522314471	1278.205110930	575.576995653	1519.900110930
536.663099103	1730.115110930	846.331127620	1587.930110930
613.023948625	1285.330110930	834.319406045	1488.090110930
811.286897120	1330.850110930	513.136028416	1582.425110930
834.925875559	1326.935110930	533.142020170	1541.475110930
748.882111455	1524.510110930	761.769537908	1494.940110930
786.774758915	1614.905110930	639.512449693	1445.445110930
837.711179661	1631.845110930	788.955072901	1603.470110930
514.014604871	1696.800110930	650.897094324	1361.805110930
776.372350518	1456.445110930	619.994009468	1653.085110930
614.910984144	1719.320110930	721.942186631	1528.630110930
680.046618994	1706.475110930	855.328821064	1580.075110930
647.715415574	1280.925110930	708.590356003	1553.005110930
754.620736421	1730.120110930	549.632200140	1724.660110930
756.407211728	1354.085110930	503.921289514	1312.390110930
798.202824416	1425.980110930	833.482535909	1430.480110930
544.953210433	1265.915110930	583.892546546	1584.415110930
570.154569500	1272.975110930	635.674239485	1405.425110930
509.305848997	1547.290110930	858.175372072	1407.695110930
560.063371682	1665.545110930	744.082028308	1622.160110930
514.776494645	1663.150110930	849.705744344	1399.200110930
523.096987421	1423.450110930	600.646381770	1392.420110930
620.834063939	1687.445110930	544.829770713	1319.430110930
620.524163372	1317.265110930	865.383394414	1420.320110930
717.843745915	1288.610110930	860.499890343	1496.440110930
804.172254675	1502.700110930	856.080874974	1717.080110930
840.886969059	1381.660110930	607.561639629	1707.270110930
568.942877069	1511.135110930	616.665432428	1365.520110930
630.973329253	1468.270110930	621.233520193	1354.630110930
597.028709741	1370.125110930	740.618878378	1564.615110930
601.901793593	1301.215110930	831.185534344	1406.545110930
794.522399817	1440.505110930	607.779067306	1671.835110930
814.774707170	1283.330110930	515.844395931	1348.685110930
542.805179855	1636.575110930	738.069553565	1405.715110930
574.218000986	1459.855110930	819.330223304	1626.050110930
654.503470933	1398.655110930	541.073589093	1374.790110930
634.182938746	1697.840110930	676.100541030	1388.095110930
727.069993274	1463.845110930	598.116791002	1462.855110930
667.100921919	1375.730110930	856.900364748	1680.725110930
838.655893998	1634.300110930	688.028307484	1550.490110930
799.931633830	1524.655110930	524.088594239	1615.645110930
865.527955808	1294.070110930	576.805821917	1539.685110930
799.865960460	1537.315110930	821.968212674	1427.305110930
523.286377884	1511.850110930	756.146267862	1440.255110930
832.097467085	1666.130110930	634.225335565	1316.575110930
731.525123544	1293.935110930	661.049497489	1339.195110930
637.411569796	1708.545110930	748.977567284	1410.000110930
523.035715787	1546.085110930	682.996684451	1286.240110930
562.660907012	1683.915110930	719.337995885	1445.890110930
515.032330405	1349.140110930	719.365706672	1711.440110930
577.023126145	1433.200110930	567.328812934	1666.650110930
862.560754497	1463.215110930	747.547688991	1266.170110930
828.989314242	1422.655110930	524.567768193	1582.430110930
541.796336336	1289.720110930	646.957563792	1402.075110930
606.985983431	1334.290110930	678.902793774	1724.560110930
731.986251345	1368.005110930	826.411219021	1397.620110930
751.835230071	1416.360110930	779.144304564	1486.210110930
846.919169492	1393.745110930	700.445602889	1455.915110930
818.291685425	1350.745110930	854.062968923	1352.150110930
566.692751510	1530.700110930	861.586216721	1731.940110930
507.266265774	1659.475110930	785.478048200	1562.890110930
690.405332788	1268.570110930	795.382721788	1604.635110930
701.953737938	1727.815110930	615.918194319	1396.370110930
741.016130454	1386.640110930	577.343428179	1678.540110930
706.813777345	1296.675110930	512.952541119	1491.410110930
591.668171897	1299.070110930	598.821435605	1474.020110930
518.158809526	1453.505110930	657.634359862	1380.050110930
640.751291138	1292.215110930	759.107038932	1680.570110930
573.613163298	1428.820110930	726.767787085	1725.235110930
513.925630359	1460.630110930	513.130468131	1378.935110930
801.650898717	1290.860110930	529.407378586	1674.545110930
729.713010324	1451.565110930	674.425135991	1370.295110930
699.729798472	1384.090110930	765.806991563	1726.615110930
751.495552752	1328.805110930	707.823424257	1737.365110930
795.935520913	1555.325110930	663.024891933	1292.075110930
759.699913337	1317.135110930	621.657023526	1420.250110930
587.750900915	1638.740110930	661.514518988	1354.620110930
534.818194348	1462.335110930	744.787769909	1397.475110930
614.437384828	1340.285110930	520.540987551	1725.550110930
539.494357940	1581.835110930	520.513151994	1508.935110930
510.134012970	1529.460110930	795.342102436	1439.830110930
848.439221508	1296.035110930	752.130795959	1459.770110930
798.480934499	1686.565110930	522.785067949	1518.980110930
599.118575031	1371.525110930	720.787820704	1531.760110930
819.631109281	1710.440110930	860.766428455	1334.935110930
712.071894020	1378.025110930	522.150156187	1367.850110930
716.960229139	1361.780110930	859.720354967	1585.440110930
720.315673093	1302.960110930	791.291047065	1699.815110930
673.336239903	1350.280110930	827.663172705	1391.610110930
527.109459199	1537.255110930	792.661463676	1496.995110930
541.454545657	1358.420110930	798.366396982	1486.885110930
857.598746112	1707.775110930	527.806489096	1291.235110930
579.433008839	1408.735110930	802.765084973	1577.380110930
565.529209645	1682.400110930	557.023777388	1647.775110930
525.955461209	1644.315110930	794.944232743	1476.510110930
743.558830880	1677.930110930	593.753608738	1690.290110930
840.063558584	1521.535110930	557.842481410	1296.420110930
